red,orange,yellow,green,blue,white,brown,cyan,gray,pink,darkslategray,no match,initial_price,curr_price,days_since_release,skin_type
6,0,0,2,5,252,2599,14,7017,706,43231,0,1.49,2.22,193,Sheet Metal Door
0,0,0,0,2,1240,0,16,9155,2158,34898,0,2.49,1.25,1711,Beenie Hat
0,0,0,0,5,953,2257,14,7185,2332,7978,0,1.99,1.63,529,Stone Hatchet
0,0,0,0,7,861,3124,15,4977,1589,7302,0,1.99,2.14,529,Stone Pickaxe
4,0,0,0,4,95,981,16,25743,650,29411,0,1.49,4.42,858,Wooden Door
0,2,2,0,6,85,4705,14,41381,556,10527,0,1.49,2.16,1061,Wooden Door
2,0,0,0,9,249,350,26,12542,2655,8942,0,1.99,2.95,514,Double Barrel Shotgun
0,0,0,0,2,294,0,14,3139,685,22659,0,2.49,9.22,1711,Bandana Mask
4,0,0,0,3,1,2,18,2473,17,36735,0,2.44,1.92,157,Wooden Door
0,0,0,0,0,0,2751,0,6207,3975,15654,0,2.32,0.11,1314,None
2,1,0,0,12,363,4139,17,11091,913,11808,0,1.99,1.76,991,Rocket Launcher
0,1,0,0,2,0,485,16,2446,47,31590,0,5.99,4.52,1711,Sleeping Bag
0,0,1,0,3,0,1584,15,10738,58,47177,0,1.85,4.7,906,Sleeping Bag
6,5,0,0,5,3475,4,28,32211,3475,18227,0,2.49,0.71,1634,Bucket Helmet
0,0,0,0,10,29,44,49,2644,214,15029,0,1.49,1.1,331,Water Purifier
1,0,0,0,5,487,141,11,8529,2631,2979,0,0.87,2.75,1262,Salvaged Sword
0,0,0,0,5,11,1,40,11852,151,46724,0,9.05,0.07,1684,Snow Jacket
0,754,25,0,9,10,697,27,1398,83,9600,0,4.99,4.12,1277,Semi-Automatic Rifle
0,68,0,0,2,0,24658,30,2989,206,17808,0,0.99,3.03,1075,Hoodie
1,105,0,0,9,0,26287,24,169,1,5051,0,0.99,10.61,1075,Pants
0,5,0,0,3,4,303,17,892,26,19660,0,4.05,7.9,1165,Miners Hat
1,0,0,0,5,2582,229,29,13333,4083,33000,0,1.49,4.23,970,Large Wood Box
1,1,0,0,6,350,71,22,9805,1664,7457,0,1.99,2.86,949,Assault Rifle
2,576,0,0,6,879,1583,22,4899,892,10051,0,4.99,6.57,809,Assault Rifle
0,0,0,0,0,0,56,0,13492,57466,2778,0,3.99,0.09,1690,None
0,2846,0,0,5,2519,3751,28,13414,9663,18861,0,1.49,1.75,80,Large Wood Box
0,0,0,0,5,2932,598,28,19904,2247,22589,0,1.49,1.65,80,Large Wood Box
0,0,0,0,5,2353,132,28,21453,3148,23323,0,1.49,1.61,32,Large Wood Box
0,0,0,0,5,2933,150,28,20559,3463,23325,0,1.49,1.84,80,Large Wood Box
0,0,0,0,5,411,122,28,19165,7198,23737,0,1.49,2.81,45,Large Wood Box
0,0,0,0,5,3798,149,28,19662,3306,23366,0,1.49,2.03,74,Large Wood Box
0,0,0,0,5,4227,153,28,18064,4993,23323,0,1.49,2.72,74,Large Wood Box
1,0,0,0,5,1976,115,28,21640,4526,25866,0,1.49,4.95,87,Large Wood Box
1,0,0,0,5,2619,1524,28,20702,5097,24037,0,1.49,4.21,87,Large Wood Box
0,0,0,0,3,0,0,22,530,3,4886,0,8.41,5.35,1263,Longsword
6,188,11,2,3,120,18455,18,17112,6159,12043,0,1.49,1.88,129,Sheet Metal Door
0,0,2,0,6,0,2,22,12120,245,42972,0,0.53,0.07,1796,Longsleeve T-Shirt
0,1060,575,0,3,213,10933,26,2701,1768,11725,0,2.13,5.74,976,Chair
0,0,52,0,4,73,5,28,26524,1553,16432,0,0.99,8.15,1096,Hoodie
0,3,0,1,10,6,3185,25,11135,326,48777,0,1.1,1.49,1082,Boots
0,10,0,0,5,743,308,13,5034,1167,23792,0,1.87,1.23,1094,Riot Helmet
0,0,0,0,4,48,5082,28,4862,317,23438,0,0.99,0.84,1117,Hoodie
1,43,0,0,10,0,3869,23,2367,30,18745,0,0.99,0.78,1103,Pants
6,20,0,0,8,1452,629,23,17880,3032,20885,0,2.03,1.3,1094,Semi-Automatic Pistol
0,374,0,0,1,823,14779,10,13410,2710,33509,0,1.49,2.1,451,Garage Door
77,652,839,0,9,2649,534,43,6286,3543,3510,0,2.99,1.26,501,Salvaged Sword
1,0,0,0,3,48,1951,6,9006,651,22825,0,2.85,31.61,1690,Improvised Balaclava
1,1943,81,0,9,76,1082,39,5348,2024,10411,0,16.33,5.39,1268,Custom SMG
